size_interval,size_2,size_3,size_4
0.0971,0.0531,0.0791,0.1015
0.1296,0.0007,0.0010,0.0014
0.1490,0.0078,0.0208,0.0401
0.1812,0.0146,0.0329,0.0448
0.1335,0.0046,0.0088,0.0131
0.1684,0.0007,0.0010,0.0014
0.1906,0.0189,0.0368,0.0688
0.1756,0.0007,0.0010,0.0014
0.1427,0.0017,0.0024,0.0031
0.2797,0.0122,0.0378,0.0875
0.1349,0.0007,0.0010,0.0014
0.2409,0.0074,0.0176,0.0358
0.1341,0.0007,0.0010,0.0014
0.1194,0.0007,0.0010,0.0014
0.1162,0.0000,0.0000,0.0000
0.0924,0.0007,0.0010,0.0014
0.2485,0.0262,0.0504,0.0952
0.1765,0.0217,0.0381,0.0730
0.1209,0.0285,0.0452,0.0581
0.1317,0.0220,0.0334,0.0444
0.1077,0.0007,0.0010,0.0014
0.2257,0.0451,0.0891,0.1484
0.1882,0.0549,0.0951,0.1357
0.2029,0.0136,0.0271,0.0419
0.2523,0.0076,0.0389,0.0802
0.1912,0.0274,0.0571,0.0949
0.0984,0.0095,0.0141,0.0184
0.1027,0.0007,0.0010,0.0014
0.1862,0.0096,0.0234,0.0443
0.0890,0.0007,0.0010,0.0014
0.0683,0.0564,0.1349,0.2476
0.1642,0.0007,0.0010,0.0014
0.1932,0.0053,0.0144,0.0274
0.2076,0.0128,0.0285,0.0468
0.1197,0.0007,0.0010,0.0014
0.2319,0.1705,0.2430,0.3075
0.0889,0.0588,0.1618,0.2955
0.2814,0.0543,0.1175,0.2384
0.2357,0.0091,0.0210,0.0461
0.1923,0.0065,0.0180,0.0379
0.1945,0.0007,0.0192,0.0417
0.1682,0.0000,0.0000,0.0000
0.1447,0.0007,0.0010,0.0014
0.0790,0.0007,0.0010,0.0014
0.2814,0.0314,0.0631,0.1204
0.1252,0.0007,0.0010,0.0014
0.2054,0.0181,0.0364,0.0641
0.2355,0.0123,0.0265,0.0477
0.1901,0.0000,0.0000,0.0000
0.1003,0.0007,0.0010,0.0014
0.2022,0.0023,0.0094,0.0297
0.1114,0.0007,0.0010,0.0014
0.1341,0.0007,0.0010,0.0014
0.1536,0.0007,0.0010,0.0014
0.2303,0.0132,0.0334,0.0577
0.2267,0.0192,0.0478,0.0845
0.3909,0.3842,0.4945,0.5790
0.1299,0.0007,0.0010,0.0014
0.1424,0.0024,0.0035,0.0045
0.2036,0.0139,0.0305,0.0497
0.2701,0.0608,0.1258,0.2462
0.1014,0.0007,0.0010,0.0014
0.1847,0.0241,0.0596,0.0920
0.1525,0.0927,0.1364,0.1767
0.1210,0.0007,0.0010,0.0014
0.1702,0.0017,0.0024,0.0031
0.1549,0.0007,0.0010,0.0014
0.1799,0.0122,0.0324,0.0601
0.2581,0.0070,0.0112,0.0158
0.0745,0.0616,0.1219,0.1941
0.1977,0.0067,0.0119,0.0253
0.1537,0.0017,0.0024,0.0031
0.1695,0.0007,0.0010,0.0014
0.2025,0.0334,0.0611,0.0973
0.3196,0.0532,0.0928,0.1298
0.1947,0.0035,0.0110,0.0239
0.2247,0.0209,0.0532,0.0855
0.3213,0.0659,0.1769,0.2982
0.2195,0.0010,0.0140,0.0338
0.1378,0.0017,0.0024,0.0031
0.1521,0.0092,0.0205,0.0388
0.1150,0.0007,0.0010,0.0014
0.2744,0.0759,0.1550,0.3112
0.1321,0.0007,0.0010,0.0014
0.1543,0.0038,0.0056,0.0074
0.1584,0.0672,0.1099,0.1643
0.2538,0.0223,0.0499,0.0801
0.2450,0.0035,0.0078,0.0506
0.2334,0.0414,0.0805,0.1397
0.1071,0.0007,0.0010,0.0014
0.1203,0.0107,0.0166,0.0230
0.2200,0.0052,0.0418,0.0929
0.1001,0.0007,0.0010,0.0014
0.1349,0.0041,0.0070,0.0102
0.2701,0.0721,0.1541,0.2827
0.2513,0.0021,0.0058,0.0242
0.1609,0.0007,0.0010,0.0014
0.1555,0.0007,0.0010,0.0014
0.1877,0.0240,0.0454,0.0821
0.1078,0.0017,0.0024,0.0031
0.1098,0.0007,0.0010,0.0014
0.3467,0.0458,0.1000,0.2111
0.2176,0.0301,0.0625,0.1209
0.2008,0.0007,0.0010,0.0014
0.1561,0.0017,0.0024,0.0031
0.1351,0.0017,0.0024,0.0031
0.0959,0.0024,0.0035,0.0045
0.1190,0.0007,0.0010,0.0014
0.3260,0.0524,0.1131,0.2436
0.2124,0.0785,0.1279,0.1730
0.1784,0.0017,0.0024,0.0031
0.1514,0.0024,0.0035,0.0045
0.0959,0.0007,0.0010,0.0014
0.1275,0.0007,0.0010,0.0014
0.0827,0.0007,0.0010,0.0014
0.1628,0.0848,0.1375,0.1974
0.2040,0.0091,0.0210,0.0371
0.2911,0.0282,0.0763,0.2059
0.1091,0.0007,0.0010,0.0014
0.2798,0.0211,0.0455,0.0820
0.1012,0.1359,0.2639,0.4411
0.4228,0.3098,0.4540,0.5765
0.1230,0.0007,0.0010,0.0014
0.1565,0.0158,0.0296,0.0556
0.1314,0.0007,0.0010,0.0014
0.1645,0.0007,0.0010,0.0014
0.2107,0.0027,0.0072,0.0195
0.3229,0.0236,0.0500,0.0920
0.1760,0.0035,0.0052,0.0070
0.1834,0.0289,0.0540,0.0883
0.1508,0.0007,0.0010,0.0014
0.1566,0.0007,0.0010,0.0014
0.1094,0.0028,0.0042,0.0056
0.1735,0.0007,0.0010,0.0014
0.2638,0.0862,0.1936,0.3343
0.2509,0.0081,0.0229,0.0442
0.2841,0.0015,0.0112,0.0465
0.3012,0.0652,0.1686,0.3164
0.1404,0.0007,0.0010,0.0014
0.1470,0.0007,0.0010,0.0014
0.2621,0.0169,0.0314,0.0578
0.1099,0.0007,0.0010,0.0014
0.3017,0.0666,0.1413,0.2983
